id,label,title,group,concept,mechanics,keyPoints,when,mistakes,belt,gi,noGi,legal_ibjjf_gi,legal_ibjjf_nogi,legal_adcc,points_ibjjf,points_adcc,tags,prerequisites,setup_from,common_setups,chain_to,difficulty,drills,injury_risk,tap_warning,success_rate,energy_cost
342,Крэдл - Cradle - Колыбель,Колыбель (Cradle),position,"Голова и колено соперника соединяются вашим замком: сложенный пополам, он не может ни встать, ни выпрямиться. Борцовская колыбель — удержание и машина переворотов в маунт.","1) Одна рука обхватывает его шею/голову<br>2) Вторая — под его коленом (ближним или дальним)<br>3) Замок ладонь в ладонь — он сложен<br>4) Грудь давит, его спина округляется<br>5) Переворот на бок → удержание/маунт с сохранением замка","• Замок плотный, его голова к его колену<br>• Грудь давит на его бок<br>• Ваш вес не на коленях, а на нём<br>• Переворот через его сложенную сторону<br>• Замок держится до стабильного верха","Его черепаха с поднятой головой, его вставание из партера или скрэмбл — голова и колено рядом.",• Слабый замок (выкручивается)<br>• Нет давления грудью<br>• Замок без переворота (просто обнимание)<br>• Потеря замка в перевороте<br>• Высокий вес (он встаёт с вами),purple,✔,✔,✔,✔,✔,0,0,"wrestling,control","19, 20","19, 20","19, 20","357, 356",3,Дрилл 1: Захват колыбели из черепахи. 10 раз. Дрилл 2: Переворот из колыбели (356). 5 раз.,Низкий,Нет,70%,Med
346,Распятие - Crucifix - Крусификс,Распятие (Crucifix),position,"Обе его руки растянуты: одна в ваших ногах, вторая в ваших руках — соперник распят и беззащитен, его шея открыта для удушений, плечо для рычагов. Позиция-приговор из атаки черепахи.","1) Из атаки черепахи: его ближняя рука ловится вашими ногами<br>2) Ноги скрещиваются на его руке — рука изолирована<br>3) Перекат через его дальнее плечо — он на спине, вы сбоку<br>4) Его вторая рука контролируется вашими руками<br>5) Атаки: удушение воротом/предплечьем, армбар ногами, кимура",• Его рука в ногах ДО переката<br>• Ноги скрещены на его руке плотно<br>• Перекат тянет его на вашу сторону<br>• Обе руки растянуты в стороны<br>• Шея беззащитна — финиш методичный,Соперник в черепахе тянется рукой назад/в стороны или защищает крюки — рука доступна ногам.,• Слабый захват руки ногами (выдёргивает)<br>• Перекат без контроля второй руки<br>• Потеря позиции при его вращении<br>• Спешка к шее без изоляции рук<br>• Ноги раскрещены в атаке,brown,✔,✔,✔,✔,✔,0,0,"control,limb_isolation","17, 115, 116","17, 115, 116","17, 115, 116","42, 43, 359",4,Дрилл 1: Захват распятия из бэк-контроля. 10 раз. Дрилл 2: Удушение из распятия (42). 5 раз.,Средний (плечи соперника),Нет,60%,High
364,Лассо-гард - Lasso Guard - Лассо,Лассо-гард (Lasso Guard),position,"Ваша нога наматывается на его руку, стопа уходит за его плечо: рука соперника в петле, из которой не бывает ни проходов, ни фреймов. Лассо — замок ги-гарда с ключом у вас.","1) Захват его рукава<br>2) Нога обвивает его руку СНАРУЖИ внутрь, стопа за его плечом/подмышкой<br>3) Вторая нога: стопа на бедре/бицепсе или DLR<br>4) Натяжение рукава + глубина лассо = его рука мертва<br>5) Атаки: лассо-свип, омоплата, треугольник, переходы в спайдер",• Лассо глубокое — стопа за плечом<br>• Рукав натянут всегда<br>• Колено лассо-ноги прижато к его руке<br>• Вторая нога рулит дистанцией<br>• Его разматывание = ваши свипы,Ги: соперник давит сверху в ваш открытый гард — его рука вяжется первой.,• Мелкое лассо у локтя (срывается)<br>• Слабина рукава<br>• Пассивная вторая нога<br>• Колено лассо отходит от его руки<br>• Лассо без атак (только виснет),blue,✔,✗,✔,✗,✔,0,0,"gi_only,long_limbs,control,frames,angle_control","7, 112","7, 112","7, 112","324, 407",3,Дрилл 1: Установка лассо из паук-гарда. 10 раз. Дрилл 2: Свип из лассо-гарда (324). 5 раз.,Средний (плечо соперника),Нет,60%,Med
365,Сквид-гард - Squid Guard - Сквид,Сквид-гард (Squid Guard),position,"Вариация DLR с захватом его стопы рукой: его нога заперта с двух этажей — ваша нога держит колено, рука держит стопу. Соперник стоит, пока вы разрешаете, и падает по вашему сигналу.","1) DLR-зацеп на его ведущей ноге<br>2) Рука захватывает его СТОПУ (не штанину — саму стопу/пятку)<br>3) Вторая нога упирается в бедро/колено второй ноги<br>4) Его нога изолирована: колено гнётся, стопа не отступает<br>5) Атаки: свипы через прикованную ногу, входы в леглоки, спина",• Стопа в руке — его нога никуда не шагает<br>• Зацеп и захват работают на одном этаже ноги<br>• Вторая нога рулит его балансом<br>• Атаки в момент его попытки освободиться<br>• Переходы в DLR/RDLR свободные,Соперник стоит в вашей DLR и прячет пятку от классического контроля — стопа ловится напрямую.,• Слабый захват стопы (вырывает)<br>• Потеря зацепа при работе рукой<br>• Пассивная вторая нога<br>• Баланс не атакуется (просто держите)<br>• Задержка в позиции без плана,purple,✔,✔,✔,✔,✔,0,0,"flexibility,leg_locks,limb_isolation","8, 9","8, 9","8, 9","323, 79, 421",3,Дрилл 1: Вход в сквид-гард из DLR. 10 раз. Дрилл 2: Атака на ногу из сквид-гарда. 5 раз.,Средний (паховые связки),Нет,55%,High
366,Кеса Гатаме - Kesa Gatame - Кеса-гатаме,Удержание шарфом (Kesa Gatame),position,"Удержание шарфом из дзюдо: его голова и рука связаны вашим обхватом, ваш бок давит на его грудь. Древнее, простое и до сих пор ломающее — особенно тех, кто не умеет из него выходить.","1) Сбоку от него: рука обхватывает его шею/голову<br>2) Его ближняя рука зажата под вашей подмышкой<br>3) Ваш бок на его груди, вес через корпус<br>4) Ноги растянуты в base: одна вперёд, другая назад<br>5) Атаки: американа ногой, удушение сжатием, переход в маунт","• Его рука изолирована подмышкой плотно<br>• Вес на его груди, не на ковре<br>• Ноги в широкой базе, не под ним<br>• Голова низко (против его обхвата)<br>• Контроль его ближнего локтя — главное","После прохода, броска или как ответ на его попытку сесть из-под сайда.",• Свободная его ближняя рука (выход за спину)<br>• Высокая посадка (мост скидывает)<br>• Ноги под его телом<br>• Потеря его руки из подмышки<br>• Статика без атак (он строит выход),white,✔,✔,✔,✔,✔,0,0,"fundamental,pressure,control,weight_distribution","14, 90, 93","14, 90, 93","14, 90, 93","357, 45, 46",1,Дрилл 1: Удержание Kesa Gatame 2 минуты. Задача: не давать сопернику выйти. Дрилл 2: Болевой на руку из Kesa Gatame (357). 5 раз.,Низкий,Нет,80%,Low
367,Задний аши-гарами - Ushiro Ashi Garami - Задний аши,Задний аши-гарами (Ushiro Ashi Garami),position,"Оплетение ноги сзади: вы за его ногой, его пятка смотрит на вас, путь отступления заблокирован вашими ногами. Позиция входа в задние атаки на пятку из скрэмблов.","1) Вход сзади/сбоку от его ноги в скрэмбле<br>2) Ваши ноги обвивают его ногу: колени сжаты на бедре<br>3) Его пятка у вашей груди/подмышки<br>4) Натяжение: его колено под контролем, отступление заблокировано<br>5) Атаки: атака пятки (no-gi), переход в сэдл/50-50",• Колени сжаты на его бедре<br>• Пятка зафиксирована до атаки<br>• Его стак (складывание на вас) пресекается углом<br>• Быстрый переход в стандартные позиции<br>• Контроль раньше финиша всегда,Скрэмбл за ноги: его нога проскакивает мимо стандартного аши — ловится сзади.,• Потеря пятки (позиция пустая)<br>• Его stack продавливает вас<br>• Слабое оплетение (выдёргивает)<br>• Атака без контроля бедра<br>• Задержка в нестандартной позиции,brown,✔,✔,✔,✔,✔,0,0,"leg_locks,no_gi_specialist","11, 305, 300","11, 305, 300","11, 305, 300","52, 307, 308, 310",4,Дрилл 1: Вход в ushiro ashi garami из 50/50. 10 раз. Дрилл 2: Захват пятки из ushiro ashi garami (307). 5 раз БЕЗ финиша.,КРИТИЧНО (колени),При боли в колене. Боль в связках = травма.,50%,High
368,Система ловушек кимуры - Kimura Trap Position - Кимура-контроль,Система ловушек кимуры (Kimura Trap System),position,"Figure-four на его руке как позиция, а не приём: захват держит соперника надёжнее, чем крюки, и конвертируется в спину, маунт или финиш — по его выбору ошибки.","1) Figure-four: захват его запястья + своя рука через его плечо в свой захват<br>2) Его рука согнута за спину под контролем<br>3) Грудь давит на его корпус/бок<br>4) Его защита диктует переход: перекат → спина, плоский → маунт<br>5) Нет реакции → финиш кимурой","• Figure-four не размыкается нигде<br>• Его запястье, не рукав (в но-ги критично)<br>• Грудь в контакте с его корпусом<br>• Позиция важнее финиша<br>• Читайте его перекат заранее","Его андерхук из халфа, его рука на ковре при вашем проходе, его подъём из-под сайда.",• Разомкнутый захват при переходе<br>• Локоть его руки далеко от вашей груди<br>• Погоня за финишем без корпуса<br>• Его перекат не сопровождён (теряете всё)<br>• Слабое запястье в захвате,purple,✔,✔,✔,✔,✔,0,0,"pressure,control,submission_setup,limb_isolation,weight_distribution","4, 3, 336","4, 3, 336","4, 3, 336","32, 401, 414",3,Дрилл 1: Захват кимуры из халф-гарда. 10 раз. Дрилл 2: Переход в кимуру (32). 5 раз.,Средний (плечо соперника),При боли в плече.,70%,Med
380,Раббер-гард - Rubber Guard - Раббер гард,Раббер-гард (Rubber Guard),position,"Гард 10th Planet: ваша нога закидывается на его спину и прижимает его голову вниз — соперник согнут в вашей резине без осанки и без дистанции. Гибкость обязательна, контроль тотален.","1) Из закрытого гарда: его осанка сломана<br>2) Нога закидывается высоко на его спину/шею<br>3) Mission control: рука обхватывает свою голень — замок<br>4) Его голова прижата вниз, руки вязнут<br>5) Атаки: омоплата, гогоплата, треугольник, свипы",• Осанка сломана до закидывания ноги<br>• Замок руки на своей голени плотный<br>• Его голова всегда ниже его таза<br>• Гибкость бёдер — предусловие позиции<br>• Цепочка 10th Planet: mission control → атаки,Соперник в вашем закрытом гарде давит весом — раббер вяжет его агрессию.,• Позиция без достаточной гибкости (травма своего колена)<br>• Слабый замок (он выпрямляется)<br>• Его руки свободны для прохода<br>• Нога на шее без контроля головы<br>• Статичное удержание без атак,purple,✔,✔,✔,✔,✔,0,0,"flexibility,control,base_break,angle_control",1,"1, 11","1, 11","31, 34, 57, 59",4,Дрилл 1: Установка mission control из гарда. 10 раз. Дрилл 2: Удушение из раббер-гарда (57). 5 раз.,"КРИТИЧНО (паховые связки, плечи)",Нет,50%,High
381,Коленный щит - Z-Guard / Knee Shield - Зет-гард,Коленный щит (Z-Guard / Knee Shield),position,"Ваше колено поперёк его груди — амортизатор между вами: давление соперника гасится щитом, а дистанция принадлежит вам. База защитного халф-гарда и трамплин в атаки.","1) Халф-гард: нижняя нога держит его ногу, верхнее колено щитом поперёк его груди/бедра<br>2) Стопа щита зацеплена за его бок/бедро<br>3) Захваты: ворот+рукав или контроль запястий<br>4) Щит пружинит — его вес не садится на вас<br>5) Атаки: свипы толчком щита, переход в баттерфляй, взятие спины","• Колено поперёк, стопа зацеплена<br>• Щит под углом — пружина, не палка<br>• Осанка соперника под контролем захватов<br>• Таз подвижен — углы меняются<br>• Щит выигрывает время для атак, не вечен",Соперник в вашем халфе наваливается сверху — щит вставляется до его кроссфейса.,• Плоский щит без угла (продавливается)<br>• Нет захватов (его прессинг в темп)<br>• Щит без атак (его проход зреет)<br>• Стопа не зацеплена (щит соскальзывает)<br>• Колено к своей груди (смэш-пасс готов),blue,✔,✔,✔,✔,✔,0,0,"fundamental,pressure,recovery,weight_distribution","3, 4, 110","3, 4, 110","3, 4, 110","96, 331, 386, 450",2,Дрилл 1: Установка коленного щита из халф-гарда. 10 раз. Дрилл 2: Защита от прохода через коленный щит. 5 раз.,Средний (колено),Нет,80%,Med
382,Клэмп-гард - Clamp Guard - Клэмп,Клэмп-гард (Clamp Guard),position,"Его нога зажата между ваших бёдер, как в тисках: соперник шагнул — и застрял. Клэмп ловит проходы в движении и конвертирует его ногу в свипы и входы в леглоки.","1) Его нога ловится между ваших бёдер (выше ваших коленей)<br>2) Бёдра сжимаются — его нога в тисках<br>3) Захваты рук: рукав/ворот для контроля осанки<br>4) Разворот таза выкручивает его равновесие<br>5) Атаки: свип через зажатую ногу, вход в аши/SLX, восстановление","• Сжатие бёдрами сильное и постоянное<br>• Его колено заперто, не только голень<br>• Осанка соперника ломается руками<br>• Таз активен — угол меняет всё<br>• Быстрая конвертация: клэмп — транзит","Соперник шагает через ваш гард (long step, knee cut) — его нога проходит через зону тисков.",• Слабое сжатие (нога выскальзывает)<br>• Клэмп без контроля рук (он балансирует)<br>• Пассивное удержание ноги<br>• Плоская спина<br>• Поздний клэмп (его вес уже прошёл),purple,✔,✔,✔,✔,✔,0,0,"flexibility,control,angle_control","3, 4, 94","3, 4, 94","3, 4, 94","94, 95, 327",3,Дрилл 1: Захват ноги из открытого гарда. 10 раз. Дрилл 2: Переход в болевой на ногу. 5 раз.,Средний (паховые связки),Нет,60%,Med
437,Обратный маунт - Reverse Mount - Обратный маунт,Обратный маунт (Reverse Mount),position,"Маунт лицом к его ногам: его бёдра и стопы — перед вами, его руки — бесполезны за вашей спиной. Позиция-мост в леглоки и твистер, о защите которой не знает почти никто.","1) Таз на его тазу/животе, лицом к его ногам<br>2) Колени сжимают его корпус<br>3) Руки контролируют его бёдра/ноги<br>4) Его мосты гасятся весом и базой рук<br>5) Атаки: вход в леглоки, твистер-переход, возврат в классический маунт","• Вес на нём, колени сжаты<br>• Его ноги перед вами — контролируются первыми<br>• Его руки сзади безопасны, но следите за подъёмом<br>• Быстрая конвертация в атаку<br>• Баланс на его мостах держится руками","После свипа/скрэмбла вы оказались на нём лицом к ногам — не спешите слезать, позиция золотая.",• Слабый контроль его ног (креветка из-под вас)<br>• Высокий центр без базы (мост скидывает)<br>• Пауза без атаки<br>• Игнор его подъёма на локти<br>• Слезание в худшую позицию,purple,✔,✔,✔,✔,✔,4,2,"dominant,leg_locks_setup,weight_distribution","80, 455, 320","80, 455, 320","80, 455, 320","49, 50, 452, 17",3,Дрилл 1: Переход в обратный маунт из свипа. 10 раз. Дрилл 2: Атака на ногу из обратного маунта (49). 5 раз.,Средний (паховые связки),Нет,65%,High
438,Борцовское удержание - Wrestling Ride - Райд,Борцовское удержание (Wrestling Ride),position,"Верхом на его черепахе: ваш вес течёт через его спину, руки и крюки ломают его базу по частям. Райд — это не пауза, а медленное разрушение его четверенек до полного контроля.","1) Грудь на его спине, вес через корпус — он несёт вас<br>2) Колени близко, ноги готовы к крюкам<br>3) Руки: контроль его запястья/локтя (его база — руки)<br>4) Разрушение: запястье выдёргивается, его плечо падает<br>5) Продолжения: спина с крюками, переворот, кимура-трэп","• Вес на нём всегда — он устаёт, вы нет<br>• Его запястья — цель №1<br>• Ваши стопы живые, не под его захват<br>• Угол сбоку-сверху, не строго сверху<br>• Терпение: райд выигрывает временем",После тейкдауна/спрола соперник в черепахе — райд до вскрытия.,• Вес на своих ногах (он встаёт)<br>• Руки без работы (просто лежите)<br>• Высоко на плечах (перекат вперёд)<br>• Стопы в зоне его захвата<br>• Спешка на спину без разрушения базы,blue,✔,✔,✔,✔,✔,0,0,"wrestling,pressure,control,angle_control,weight_distribution","150, 151, 155","150, 151, 155","150, 151, 155","14, 16, 19",2,Дрилл 1: Удержание wrestling ride 2 минуты. Задача: не давать сопернику выйти. Дрилл 2: Переход в сайд-контроль (14). 5 раз.,Низкий,Нет,80%,Med
439,Твистер сайд - Twister Side Control - Твистер-сайд,Твистер сайд (Twister Side),position,"Боковой контроль системы 10th Planet: его ближняя нога зацеплена вашей, голова и плечи развёрнуты в другую сторону — позвоночник соперника уже наполовину скручен. Прихожая твистера.","1) Из бэк-контроля/сайда: ваша нога зацепляет его ближнюю ногу (лег-райд)<br>2) Его нижняя нога вытянута крюком<br>3) Руки контролируют его голову и дальнюю руку<br>4) Его плечи тянутся в противоположную от таза сторону<br>5) Атаки: твистер, календарь, переход на спину/маунт","• Лег-райд глубокий — его нога не выдёргивается<br>• Контроль головы до скручивания<br>• Его дальняя рука изолируется<br>• Скручивание постепенное, контролируемое<br>• Опасная позиция — тренируйте с контролем","Его защита от бэк-контроля со сползанием вниз — нога ловится в райд, твистер открывается.",• Слабый лег-райд (уходит)<br>• Скручивание без контроля головы<br>• Потеря его дальней руки<br>• Рывковое скручивание (травма партнёра)<br>• Задержка без атаки (выкручивается),brown,✔,✔,✔,✔,✔,0,0,"spinal_lock_setup,control","17, 346","17, 346","17, 346",359,4,Дрилл 1: Вход в twister side из бэк-контроля. 10 раз. Дрилл 2: Твистер (359). 5 раз БЕЗ финиша.,КРИТИЧНО (позвоночник),При боли в позвоночнике.,40%,High
440,Седло / Honeyhole - Saddle / Honeyhole / Inside Sankaku - Сэдл,Седло / Honeyhole (Saddle / Honeyhole),position,"Внутренний треугольник ног вокруг его бедра: нога соперника изолирована целиком, его колено смотрит в вашу сторону. Самая сильная позиция контроля ноги — дом внутреннего хилхука.","1) Вход: нырок под его ногу из гарда/скрэмбла<br>2) Ноги в треугольник вокруг его бедра (figure-four изнутри)<br>3) Его колено заперто, вращение бедра — ваше<br>4) Его пятка у вашей груди, корпус на боку<br>5) Атаки: внутренний хилхук (no-gi), прямой на стопу, свипы, проход","• Треугольник ног плотный на бедре<br>• Его колено под контролем (не вращается свободно)<br>• Пятка близко к груди<br>• Его вторая нога отслеживается<br>• В ги — контроль и свипы, финиши по правилам","Скрэмбл за ноги, его глубокий халф, ваш вход из X/SLX — сэдл ловится в переходах.",• Слабый треугольник (нога выдёргивается)<br>• Его ролл не сопровождён<br>• Атака пятки без контроля колена<br>• Игнор его второй ноги (она бьёт по замку)<br>• Хилхук в ги/на новичках (запрещено),brown,✔,✔,✔,✔,✔,0,0,"leg_locks,control,limb_isolation,angle_control","328, 334, 11","328, 334, 11","328, 334, 11","50, 51, 52, 307, 308, 310",4,Дрилл 1: Вход в saddle из аши-гарами. 10 раз. Дрилл 2: Захват пятки из saddle (52). 5 раз БЕЗ финиша.,КРИТИЧНО (колени),При боли в колене. Боль в связках = травма.,55%,High
441,Обратный халф-гард - Reverse Half Guard - Обратный халф,Обратный халф-гард (Reverse Half Guard),position,"Халф наоборот: вы сверху, но его нога держит вашу с обратной стороны — или вы снизу, развернувшись к его ногам. Непривычная геометрия сбивает заученные проходы и открывает спину.","1) Его нога контролирует вашу с обратной стороны (или вы развёрнуты к его ногам)<br>2) Фрейм на его бедре/шее держит дистанцию<br>3) Таз разворачивается — угол атаки нестандартный<br>4) Контроль его стопы/колена рукой<br>5) Атаки: свипы разворотом, вход в леглоки, взятие спины","• Фрейм есть всегда — без него раздавят<br>• Угол — ваше преимущество, держите его<br>• Его нога/стопа под контролем руки<br>• Быстрые переходы: позиция транзитная<br>• Дезориентация соперника — часть силы позиции","Скрэмблы и полупроходы: нога зацепилась нестандартно — не спешите «исправлять», атакуйте отсюда.",• Плоское лежание в непривычной позе<br>• Нет фрейма (его вес оседает)<br>• Задержка без плана<br>• Потеря его ноги<br>• Возврат в стандарт ценой позиции,purple,✔,✔,✔,✔,✔,0,0,"half_guard,sweep_setup,frames,angle_control","3, 4","3, 4","3, 4","78, 80, 455",3,Дрилл 1: Вход в reverse half guard из халф-гарда. 10 раз. Дрилл 2: Свип из reverse half guard (80). 5 раз.,Средний (паховые связки),Нет,60%,Med
442,Лапел-гард - Lapel Guard - Лапел гард,Лапел-гард (Lapel Guard),position,"Его отворот — верёвка, которую вы вяжете в петли: ткань фиксирует его осанку, руку или ногу без единого вашего мускула. Ги-инженерия: соперник носит ваше оружие на себе.","1) Глубокий захват его отворота (вытяжка ткани из-за пояса)<br>2) Отворот проводится под/вокруг его руки, ноги или спины<br>3) Петля фиксируется вашим захватом — узел готов<br>4) Его осанка привязана: движение ограничено тканью<br>5) Атаки: лапел-удушения, свипы за петлю, ворм-переходы","• Ткань вытянута и натянута<br>• Петля вокруг сустава/шеи, не просто в руке<br>• Второй контроль всегда есть<br>• Его разрыв петли = ваше окно атаки<br>• Комбинируется со всеми ги-гардами",Ги: его отворот выбился или доступен — любая открытая гард-позиция конвертируется в лапел.,• Слабая вытяжка ткани (петля пустая)<br>• Один захват без системы<br>• Медленное вязание (перехватывает)<br>• Потеря натяжения<br>• Петля ради петли без атак,purple,✔,✗,✔,✗,✔,0,0,"gi_only,control","1, 35","1, 35","1, 35","35, 36, 406, 407",3,Дрилл 1: Захват отворота из открытого гарда. 10 раз. Дрилл 2: Удушение из лапел-гарда (35). 5 раз.,Низкий,Нет,65%,Med
443,Октопус-гард - Octopus Guard - Осьминог,Октопус-гард (Octopus Guard),position,"Из-под его давления ваша рука оплетает его спину, корпус выползает вбок — вы прилипаете к нему сбоку, как осьминог: его вес проваливается, ваша спина уходит из-под контроля.","1) Из закрытого/открытого гарда под его давлением<br>2) Рука ныряет за его спину (обхват за пояс/подмышку)<br>3) Корпус выползает вбок из-под его центра<br>4) Ваша грудь к его боку — угол исчез для него<br>5) Атаки: взятие спины, свип-переворот, подъём наверх","• Обхват спины глубокий<br>• Выход вбок, не назад<br>• Грудь прилипает к его боку<br>• Его кроссфейс опоздал — вы уже сбоку<br>• Спина — главная цель позиции",Соперник наваливается на ваш гард сверху — его давление вперёд открывает его спину.,• Мелкий обхват (стряхивает)<br>• Выход без угла (остаётесь под ним)<br>• Потеря ног из его корпуса<br>• Медлительность (он отжимается)<br>• Задержка сбоку без атаки,purple,✔,✔,✔,✔,✔,0,0,"flexibility,control,angle_control","8, 12","8, 12","8, 12","323, 79, 59",3,Дрилл 1: Вход в octopus guard из DLR. 10 раз. Дрилл 2: Свип из octopus guard (79). 5 раз.,Средний (паховые связки),Нет,55%,High
444,Спайдер-гард сверху - Spider Guard Top - Против спайдера,Спайдер-гард сверху (Spider Guard top),position,"Против спайдера воюют с захватами, а не с ногами: пока его руки держат ваши рукава, его стопы управляют вами. Срыв рукава — и полпозиции соперника исчезает.","1) Осанка: вес назад, руки не выпрямляются<br>2) Срыв захвата: круговое движение руки + шаг<br>3) Его стопа без захвата — просто нога: сбивается вниз<br>4) Сорванная сторона атакуется немедленно<br>5) Проходы: тореандо за сорванный рукав, лег драг, X-пасс","• Локти согнуты — прямые руки это его рычаги<br>• Срыв рукава — приоритет №1<br>• Стопы сбиваются в момент срыва<br>• Проход в ту же секунду, что и срыв<br>• Колени защищены от его стоп","Соперник поймал ваши рукава и поставил стопы на бицепсы — до того, как заработало лассо.",• Тяга прямыми руками (его свип готов)<br>• Борьба с ногами при живых захватах<br>• Пауза после срыва (перезахват)<br>• Наклон вперёд в его стопы<br>• Игнор перехода в лассо,blue,✔,✗,✔,✗,✔,0,0,"gi_only,guard_pass_setup,control,weight_distribution",7,7,7,"93, 410",2,Дрилл 1: Освобождение рукавов из спайдер-гарда. 10 раз. Дрилл 2: Проход из спайдер-гарда (93). 5 раз.,Низкий,Нет,70%,Med
445,Де-ла-Рива сверху - De La Riva Top - Против DLR,Де-ла-Рива сверху (De La Riva top),position,"Против DLR решает свободная пятка: пока он держит её — он рулит, вырвали — его зацеп превращается в бесполезную обвязку. Плюс правило: колено зацепленной ноги наружу.","1) Зацепленная нога: колено разворачивается НАРУЖУ — зацеп слабеет<br>2) Освобождение пятки из его захвата (круг + шаг)<br>3) Его вторая стопа сбивается с бедра<br>4) Вес вперёд на его корпус — его углы гаснут<br>5) Проходы: лег драг его зацепной ноги, knee cut, бэкстеп","• Колено наружу — механика убийства зацепа<br>• Пятка освобождается первой<br>• Не стоять в его DLR дольше секунд<br>• Вес на него, не назад<br>• Его беримболо-инверсия пресекается посадкой",Соперник зацепил вашу ведущую ногу снаружи — нейтрализация до его захватов.,• Колено внутрь (зацеп крепнет)<br>• Свободная его рука на пятке<br>• Статика в его позиции<br>• Отшаг назад с зацепом (его свип)<br>• Игнор второй его стопы,blue,✔,✔,✔,✔,✔,0,0,"guard_pass_setup,control,angle_control,weight_distribution",8,8,8,"320, 321, 423",2,Дрилл 1: Освобождение ноги из DLR. 10 раз. Дрилл 2: Проход из DLR (320). 5 раз.,Низкий,Нет,70%,Med
446,Ворм-гард сверху - Worm Guard Top - Против ворма,Ворм-гард сверху (Worm Guard top),position,"Против ворм-гарда время — всё: намотка вяжется секунды, и пока пола не затянута, вы свободны. Затянул — воюйте за слабину ткани и угол, лобовая борьба кормит его свипы.","1) Профилактика: пола заправлена, его захват полы срывается сразу<br>2) Если намотано: создание слабины (колено к его корпусу)<br>3) Захват ткани своей рукой — контроль узла<br>4) Разматывание через разворот голени/бэкстеп<br>5) Свободная нога — немедленный проход под его темп",• Не дать намотать — лучшая защита<br>• Слабина ткани раньше разматывания<br>• Угол и бэкстеп против его свипов<br>• Свой захват на его ткани — паритет<br>• Проход сразу после освобождения,Ги: соперник тянет вашу полу к своей голени — счёт на секунды.,• Позволить затянуть намотку стоя в упор<br>• Тяга ноги силой против ткани<br>• Игнор его второго захвата<br>• Стояние в его темпе<br>• Пола не заправлена после срыва,brown,✔,✗,✔,✗,✔,0,0,"gi_only,guard_pass_setup,angle_control",302,302,302,"410, 426",4,Дрилл 1: Освобождение ноги из worm guard. 10 раз. Дрилл 2: Проход из worm guard (410). 5 раз.,Средний (паховые связки),Нет,55%,High
500,Система лег-локов - Leg Lock System - Пирамида леглоков,Система лег-локов (Leg Lock System),system,"Пирамида контроля ног: от базового захвата до ротационных болевых. Каждая позиция — шаг к пятке, и перескакивать через ступени нельзя: без контроля бедра heel hook — это травма, а не приём.","1) Основание пирамиды: Straight Ankle Lock — учимся контролю ноги<br>2) Ashi Garami — базовая позиция оплетения, контроль бедра<br>3) Single Leg X — подъём и расшатывание базы соперника<br>4) 50/50 и Saddle (внутреннее сэнкаку) — продвинутый контроль обеих сторон<br>5) Heel Hook — только с полной фиксацией: пятка в подмышке, figure-four ногами, колено соперника заблокировано<br>6) На КАЖДОМ уровне сначала контроль бедра, потом атака","• Иерархия: контроль бедра → контроль пятки → ротация<br>• Пятка в подмышке, не в сгибе локтя<br>• Figure-four ногами вокруг его бедра<br>• Ротация плавная, от центра тела<br>• Колено соперника НЕ должно вращаться свободно","No-gi и ADCC: соперник вытягивает ногу при проходе гарда, в скрэмбле, или вы сознательно строите игру снизу через леглоки.",• Heel hook без контроля бедра (прямой риск разрыва ПКС)<br>• Рывковое дожимание вместо плавной ротации<br>• Применение на белых/синих поясах (запрещено и опасно)<br>• Игнорирование тапа соперника<br>• Атака пятки при свободном колене соперника,brown,✔,✔,✔,✔,✔,0,0,"leg_locks,no_gi_specialist,system,limb_isolation","49, 50, 51, 52, 300, 305, 306, 307, 308, 309, 310, 311, 367, 440","49, 50, 51, 52, 300, 305, 306, 307, 308, 309, 310, 311, 367, 440","355, 119, 300","51, 52, 307, 308, 310",5,Дрилл 1: Вход в Ashi Garami из гарда — 10 раз. Дрилл 2: Переход Ashi → 50/50 → Saddle БЕЗ финиша — 5 раз. Дрилл 3: Захват пятки из Saddle (без ротации) — 5 раз.,КРИТИЧНО (Разрыв ПКС/мениска),ДО появления боли в колене. Боль в связках = травма. Никогда не рвите. Применяйте только на синих+ и после полного контроля.,55% (vs Brown),High
